Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
Chuyên Viên Kỹ Thuật Hiện Trường (Nhôm Kính),VINHOMES - Tập đoàn Vingroup,Hải Phòng,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ky-thuat-hien-truong-nhom-kinh.35C5298D.html
TỔ TRƯỞNG SẢN XUẤT BIẾT TIẾNG TRUNG (Mới),CÔNG TY TNHH QISDA VIỆT NAM,Hà Nam,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/to-truong-san-xuat-biet-tieng-trung.35C5971A.html
Nhân Viên An Toàn Lao Động (Mới),Tập Đoàn An Phát Holdings,Hải Dương,Lương: 15 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-an-toan-lao-dong.35C59719.html
Sales Executive (Mới),ACURO FLIGHT SIMULATOR CENTER,Hồ Chí Minh,Lương: 12 Tr - 26 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sales-executive.35C59711.html
Nhân viên kỹ thuật hiện trường (Mới),Tập Đoàn An Phát Holdings,Hải Dương,Lương: 15 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-hien-truong.35C59713.html
Chuyên viên Kinh doanh ngành hàng Nhãn Khoa - Đà Nẵng (Mới),CÔNG TY TNHH Y TẾ VIỆT TIẾN,Đà Nẵng,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-nganh-hang-nhan-khoa-da-nang.35C59717.html
Nhân Viên Quay Phim Mảng Thẩm Mỹ (Mới),CÔNG TY TNHH THẨM MỸ QUỐC TẾ LINH ANH,Hồ Chí Minh,Lương: 13 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-quay-phim-mang-tham-my.35C59716.html
Trưởng Nhóm Kinh Doanh (Mới),Công ty TNHH Vietmuse,Hà Nội,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-kinh-doanh.35C596F3.html
Nhân viên Kho làm việc tại Củ Chi (Xã Tân Phú Trung) (Mới),Công Ty Cổ Phần Vacxin Việt Nam,Hồ Chí Minh,Lương: 7 Tr - 8 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kho-lam-viec-tai-cu-chi-xa-tan-phu-trung.35C5970B.html
Chuyên Viên Cao Cấp Pháp Chế (Mới),Tập Đoàn An Phát Holdings,Hà Nội,Lương: 25 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-phap-che.35C59710.html
Nhân viên Phục vụ(Mới),SORA HOSPITALITY JOINT STOCK COMPANY,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phuc-vu.35C5970E.html
Trưởng phòng Nhân sự(Mới),Công Ty TNHH Thời Trang Nón Sơn,Hồ Chí Minh,Lương: 35 Tr - 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-nhan-su.35C596EF.html
Chuyên viên mua hàng(Mới),Công ty Cổ phần TKMB,Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-mua-hang.35C58DB5.html
Kế toán công nợ & thanh toán(Mới),Công Ty Cổ Phần PMV,Hà Nội,Lương: 11 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-cong-no-thanh-toan.35C595FD.html
Product Owner _ CRM Project - Hà Nội - TA050(Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/product-owner-_-crm-project-ha-noi-ta050.35C5970D.html
Nhân viên MEDIA(Mới),Công ty TNHH Minh Hương P.N.D (thương hiệu thời trang mặc nhà cao cấp Sunfly),Hà Nội,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-media.35C5970A.html
NHÂN VIÊN BẢO TRÌ ĐIỆN(Mới),"Fischer ASIA Co., Ltd",Bình Dương,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri-dien.35C59705.html
Trưởng phòng hành chính nhân sự(Mới),CÔNG TY TNHH SẢN XUẤT XÂY DỰNG ÁNH DƯƠNG XANH,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-hanh-chinh-nhan-su.35C59702.html
Chuyên viên cao cấp Kiểm soát sau vay – Phòng Kiểm soát rủi ro vận hành các đơn vị nghiệp vụ - Hà Nội - TA162(Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-kiem-soat-sau-vay-phong-kiem-soat-rui-ro-van-hanh-cac-don-vi-nghiep-vu-ha-noi-ta162.35C59706.html
Giám đốc Ban quản lý dự án xây dựng  [Làm việc tại Bắc Giang](Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ THIÊN ÂN,Bắc Giang,Lương: 25 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-ban-quan-ly-du-an-xay-dung-lam-viec-tai-bac-giang.35C59700.html
Nhân viên Điều phối vận hành đơn hàng xuất khẩu(Mới),Công ty Cổ phần Thực phẩm TANISA,Hồ Chí Minh,Lương: 10 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dieu-phoi-van-hanh-don-hang-xuat-khau.35C596F5.html
KẾ TOÁN TRƯỞNG LĨNH VỰC ĐẦU TƯ XÂY DỰNG(Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ THIÊN ÂN,Hà Nội,Lương: 25 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong-linh-vuc-dau-tu-xay-dung.35C596F7.html
Kỹ sư Kiểm soát thiết kế MEP(Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ THIÊN ÂN,Hà Nội,Lương: 18 Tr - 24 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-kiem-soat-thiet-ke-mep.35C596F8.html
"Chuyên Viên Chạy Ads Google, Facebook, Tiktok(Mới)",Bệnh viện Đa khoa Hà Nội,Hà Nội,Lương: 15 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chay-ads-google-facebook-tiktok.35C596FB.html
Trưởng Phòng Marketing (Chuyên về Performance)(Mới),CÔNG TY TNHH MTV THƯƠNG MẠI DỊCH VỤ BLUE OCEAN- THẾ GIỚI SKINFOOD,Hồ Chí Minh,Lương: 30 Tr - 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-marketing-chuyen-ve-performance.35C596FC.html
Event Executive(Mới),CÔNG TY TNHH UNITED STATES NATIONAL COUNCIL,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/event-executive.35C596F9.html
CHUYÊN VIÊN MỜI THẦU (CAO TẦNG)(Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC VẠN PHÚC,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-moi-thau-cao-tang.35C596F6.html
Điều Dưỡng VIên(Mới),Bệnh viện Đa khoa Hà Nội,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dieu-duong-vien.35C596F4.html
Chuyên Viên Giải Phóng Mặt Bằng(Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ THIÊN ÂN,Hà Nội Bắc Giang Bắc Ninh,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-giai-phong-mat-bang.35C596ED.html
Chuyên viên tuyển dụng(Mới),CÔNG TY TNHH INTELLIGENT MANUFACTURING JUSTECH VIỆT NAM,Bắc Ninh,Lương: 13 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tuyen-dung.35C596F0.html
Quản lý kho Nguyên phụ liệu thời trang(Mới),Công Ty Cổ Phần Tập Đoàn Thời Trang Việt Nam,Hà Nội,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-kho-nguyen-phu-lieu-thoi-trang.35C596F1.html
Center Head of Sales (Center Manager/Sales Manager)(Mới),Wall Street English,Hồ Chí Minh,Lương: 30 Tr - 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/center-head-of-sales-center-manager-sales-manager.35C596EE.html
Nhân Viên Phát triển Hệ thống - HCM(Mới),Công Ty Cổ Phần Tập Đoàn MERAP,Hồ Chí Minh,Lương: 13 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phat-trien-he-thong-hcm.35C596EC.html
KỸ SƯ THIẾT KẾ CƠ KHÍ (Fresher)(Mới),Công Ty Cổ Phần Indefol Solar,Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-co-khi-fresher.35C596E9.html
Nhân viên lái xe(Mới),TỔNG CÔNG TY CỔ PHẦN THƯƠNG MẠI XÂY DỰNG,Hà Nội,Lương: 9 Tr - 13 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-lai-xe.35C596E7.html
Quản đốc sản xuất (Đan Phượng)(Mới),Công Ty Cổ Phần Quốc Tế Sơn Hà,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-doc-san-xuat-dan-phuong.35C596E8.html
E-Commerce Operations Executive(Mới),CÔNG TY TNHH THỜI TRANG VÀ MỸ PHẨM ÂU CHÂU,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/e-commerce-operations-executive.35C596E5.html
R&D Executive (Food),Công Ty Cổ Phần Dịch Vụ và Cung Cấp Thực Phẩm Quốc Tế-IFSS,Hồ Chí Minh,Lương: 12 Tr - 16 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/r-d-executive-food.35C5905C.html
Trưởng phòng hành chính nhân sự (Phan Thiết)(Mới),ERAS GROUP,Bình Thuận,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-hanh-chinh-nhan-su-phan-thiet.35C596DC.html
[TPHCM] KỸ SƯ QS(Mới),Tổng công ty Xây dựng số 1 – CTCP,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tphcm-ky-su-qs.35C596E4.html
"Nhân Viên Kỹ Thuật Thiết Bị Y Tế, Phòng LAB (Mới)",CÔNG TY TNHH THIẾT BỊ CÔNG NGHỆ VÀ ĐẦU TƯ MDC,Hà Nội Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-thiet-bi-y-te-phong-lab.35C596E1.html
"Nhân Viên Kỹ Thuật Thiết Bị Y Tế, Phòng LAB (Mới)",CÔNG TY TNHH THIẾT BỊ CÔNG NGHỆ VÀ ĐẦU TƯ MDC,Hà Nội Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ky-thuat-thiet-bi-y-te-phong-lab.35C596E1.html
Giám sát Kinh doanh (Mảng Thức ăn Thú Cưng),De Heus LLC,Hồ Chí Minh Đồng Nai Bình Dương,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-kinh-doanh-mang-thuc-an-thu-cung.35C587E7.html
Nhân viên theo dõi đơn hàng (Mới),Công ty TNHH  May Oasis,Hồ Chí Minh,Lương: 12 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-theo-doi-don-hang.35C596DE.html
Nhân Viên Kinh Doanh - Thu Nhập Tới 25 Triệu (Mới),Công Ty Cổ Phần Eurowindow,Hà Nội,Lương: 12 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-thu-nhap-toi-25-trieu.35C596DD.html
Chuyên Viên Quản Lý Hợp Đồng Và Đấu Thầu (Mới),CÔNG TY CỔ PHẦN UNIK XANH,Hà Nội,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-quan-ly-hop-dong-va-dau-thau.35C596D9.html
CVCC Đại diện đơn vị nghiệp vụ (BA Biz) - SI - MSB - 3K029 (Mới),Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,Lương: 28 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cvcc-dai-dien-don-vi-nghiep-vu-ba-biz-si-msb-3k029.35C596DB.html
NHÂN VIÊN KIỂM TRA CHẤT LƯỢNG (QA) (Mới),Công ty TNHH Giày Apache Việt Nam,Tiền Giang,Lương: 7 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kiem-tra-chat-luong-qa.35C596DA.html
Employer Branding Intern (Mới),Công Ty TNHH Boydens Vietnam part of Sweco,Hà Nội,Lương: 4 Tr - 6 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/employer-branding-intern.35C596D8.html
Nhân viên Bếp Âu/Nhật (Mới),SORA HOSPITALITY JOINT STOCK COMPANY,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bep-au-nhat.35C596D7.html
Kế Toán Trưởng (Mới),Worldhotels Long Beach Resort Phu Quoc,Kiên Giang,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong.35C596D5.html
HR AND ADMIN EXECUTIVE - Dis.7 (Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ CME SOLAR,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hr-and-admin-executive-dis-7.35C596D4.html
Kiến Trúc Sư Quy Hoạch (Chủ Đầu Tư Bất Động Sản) (Mới),CareerViet's client,Hồ Chí Minh,Lương: 25 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/kien-truc-su-quy-hoach-chu-dau-tu-bat-dong-san.35C59626.html
TRƯỞNG PHÒNG NHÂN SỰ (CÓ XE ĐƯA ĐÓN) (Mới),Công Ty TNHH Thương Mại K&K Toàn Cầu,Hà Nội,Lương: 30 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-nhan-su-co-xe-dua-don.35C596D3.html
Giám Sát Xây Dựng (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-xay-dung.35C596D2.html
Trưởng Phòng Hành Chính Nhân Sự (Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG TRUNG NAM  (TRUNGNAM GROUP),Ninh Thuận Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-phong-hanh-chinh-nhan-su.35C596CB.html
123799 - Lawyer - Law Firm (Mới),"RGF HR Agent Vietnam Co., LTD",Hồ Chí Minh,Lương: 25 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/123799-lawyer-law-firm.35C596CF.html
Maintenance & Calibration Manager (Textile / Footwear - Testing) (Mới),Chi nhánh CÔNG TY TNHH INTERTEK VIỆT NAM,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/maintenance-calibration-manager-textile-footwear-testing.35C596CA.html
Chuyên Viên Kinh Doanh BĐS tại HCM (Không Yêu Cầu Kinh Nghiệm - Thu Nhập Trên 30 Triệu ++) - Đi Làm Ngay (Mới),Công Ty Cổ Phần Tập Đoàn Trần Anh Long An,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-bds-tai-hcm-khong-yeu-cau-kinh-nghiem-thu-nhap-tren-30-trieu-di-lam-ngay.35C596D1.html
Chuyên viên Giao dịch ngoại (Mới),TẬP ĐOÀN BRG – CÔNG TY CP,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-giao-dich-ngoai.35C596D0.html
Nhân viên Kinh doanh (Mới),Công Ty TNHH Red Bull (Việt Nam),Hồ Chí Minh Bình Dương Đồng Nai,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C596CE.html
Crowe Vietnam-Experienced Audit Assistant (HN office)(Mới),CÔNG TY TNHH KẾT NỐI VÀ TƯ VẤN DOANH NGHIỆP,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/crowe-vietnam-experienced-audit-assistant-hn-office.35C596CD.html
123801 - Tiếng Nhật - Trưởng phòng Hành chính - ngành Thương mại(Mới),"RGF HR Agent Vietnam Co., LTD",Hồ Chí Minh,Lương: 30 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/123801-tieng-nhat-truong-phong-hanh-chinh-nganh-thuong-mai.35C596C8.html
Nhân viên An ninh Bảo vệ (Nội bộ)(Mới),Công ty TNHH MTV Sen Vàng Việt Nam,Hồ Chí Minh,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-an-ninh-bao-ve-noi-bo.35C596CC.html
Sales & Marketing Supervisor (MT channel)(Mới),Công Ty TNHH Red Bull (Việt Nam),Bình Dương Hồ Chí Minh Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sales-marketing-supervisor-mt-channel.35C596C9.html
SCM Supervisor (Purchasing)(Mới),Công Ty TNHH Red Bull (Việt Nam),Hồ Chí Minh Bình Dương Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/scm-supervisor-purchasing.35C596C6.html
GIám sát xây dựng(Mới),Công Ty Cổ Phần VictoryCons,Đà Nẵng Quảng Bình,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-xay-dung.35C5969F.html
Chuyên viên kinh doanh xuất nhập khẩu(Mới),TẬP ĐOÀN BRG – CÔNG TY CP,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-xuat-nhap-khau.35C596C4.html
Trình Dược Viên ETC(Mới),CÔNG TY TNHH WIR GROUP,Hà Nội Hồ Chí Minh,Lương: 9 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/trinh-duoc-vien-etc.35C566D8.html
NHÂN VIÊN CHẤT LƯỢNG SQE TIẾNG TRUNG(Mới),Công ty TNHH Midea Consumer Electric Vietnam,Bình Dương,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-chat-luong-sqe-tieng-trung.35C596C2.html
NHÂN VIÊN GIA CÔNG BELT (CHIORINO)(Mới),Công Ty TNHH Thương Mại Kỹ Thuật Công Nghiệp Đen Ta,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-gia-cong-belt-chiorino.35C595D0.html
Nhân viên Phát Triển Thị Trường Part-time(Mới),MindX Technology School,Hồ Chí Minh,Lương: 3 Tr - 5 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phat-trien-thi-truong-part-time.35C596BE.html
Quản Lý Spa/Clinic - Mạnh Sales(Mới),Công ty TNHH Thiên Thủy Mộc,Hồ Chí Minh,Lương: 50 Tr - 80 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-spa-clinic-manh-sales.35C596BD.html
NHÂN VIÊN KINH DOANH(Mới),"Kyungbang Vietnam CO., LTD",Hồ Chí Minh,Lương: 10 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh.35C596BC.html
Nhân viên sales admin xuất khẩu(Mới),Cty CP Kỹ Nghệ Thực Phẩm Việt Nam - VIFON,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-sales-admin-xuat-khau.35C596BB.html
Giám sát bán hàng kênh GT(Mới),Cty CP Kỹ Nghệ Thực Phẩm Việt Nam - VIFON,Hồ Chí Minh,"Lương: 22,7 Tr - 33,4 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-ban-hang-kenh-gt.35C596B9.html
Chief Financial Officer(Mới),MindX Technology School,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chief-financial-officer.35C596B8.html
Training Manager(Mới),CÔNG TY ELITE LONG THÀNH,Đồng Nai,Lương: 40 Tr - 60 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/training-manager.35C59677.html
Nhân viên Quản lý lớp học part-time [MK 18+](Mới),MindX Technology School,Hà Nội,Lương: 3 Tr - 4 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-quan-ly-lop-hoc-part-time-mk-18.35C596B6.html
Nhân viên Thiết kế 3D Nội thất (Luxury Interior),Công ty TNHH Thương mại Đầu tư Xây dựng Gia Minh,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thiet-ke-3d-noi-that-luxury-interior.35C56A6A.html
Giám Sát Dịch Vụ Tòa Nhà (Building Executive),Savills Vietnam,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-dich-vu-toa-nha-building-executive.35C5772E.html
Nhân Viên Chăm Sóc Khách Hàng Dịch Vụ Vận Chuyển - Không sale(Mới),CÔNG TY CỔ PHẦN ALTIUS LINK VIỆT NAM,Hồ Chí Minh,"Lương: 7 Tr - 7,5 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-dich-vu-van-chuyen-khong-sale.35C59664.html
TRƯỞNG KHỐI VẬN HÀNH ẨM THỰC/ HEAD OF F&B OPERATIONS,CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ HUMVENTURES,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-khoi-van-hanh-am-thuc-head-of-f-b-operations.35C578AF.html
KẾ TOÁN TRƯỞNG/ CHIEF ACCOUNTANT,CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ HUMVENTURES,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong-chief-accountant.35C571EB.html
Kỹ sư phòng kỹ thuật(Mới),Công Ty TNHH Cơ Khí & Đóng Tàu Dongil - Vũng Tàu,Bà Rịa - Vũng Tàu,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-phong-ky-thuat.35C596B2.html
Thực Tập Sinh Nhân Sự (HR Intern)(Mới),CÔNG TY CỔ PHẦN CHỨNG KHOÁN ASEAN,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-nhan-su-hr-intern.35C596AA.html
Kỹ Sư Bảo Trì(Mới),CÔNG TY TNHH XÂY LẮP THƯƠNG MẠI SONG ANH,Hải Phòng,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-bao-tri.35C596B1.html
"Nhân Viên Điều Phối, Xử Lý Đơn Hàng Và Hỗ Trợ Kênh Siêu Thị - Kênh MT - Thu Nhập 15 Triệu - Ngành Hàng FMCG(Mới)",CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hồ Chí Minh,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-dieu-phoi-xu-ly-don-hang-va-ho-tro-kenh-sieu-thi-kenh-mt-thu-nhap-15-trieu-nganh-hang-fmcg.35C596AF.html
Visual Merchandiser (Rounder Staff)(Mới),AMOREPACIFIC VIETNAM,Hồ Chí Minh,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/visual-merchandiser-rounder-staff.35C596B0.html
Chuyên viên kế toán lương(Mới),CÔNG TY TNHH BẤT ĐỘNG SẢN SMARTLAND,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-toan-luong.35C596AE.html
Digital Marketing Executive - BRAND THỜI TRANG(Mới),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NELLY FASHION,Hồ Chí Minh,Lương: 12 Tr - 16 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/digital-marketing-executive-brand-thoi-trang.35C596A8.html
"Key Account Manager - Pharma, Drugstore (Mới)",CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HƯƠNG THỦY,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/key-account-manager-pharma-drugstore.35C596AD.html
"Key Account Manager - Pharma, Drugstore (Mới)",CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ SẢN XUẤT HƯƠNG THỦY,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/key-account-manager-pharma-drugstore.35C596AD.html
Trợ lý Giám đốc (Thành tạo tiếng Trung phổ thông) (Mới),CÔNG TY CỔ PHẦN THƯƠNG MẠI SATORI,Hồ Chí Minh,Lương: 30 Tr - 50 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/tro-ly-giam-doc-thanh-tao-tieng-trung-pho-thong.35C596AC.html
NHÂN VIÊN PHÁT TRIỂN DỰ ÁN (Mới),CÔNG TY CỔ PHẦN KIM LONG,Quảng Ninh,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phat-trien-du-an.35C596A4.html
NV kế toán thuế (Mới),CÔNG TY CỔ PHẦN KIM LONG,Quảng Ninh,Lương: 10 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nv-ke-toan-thue.35C596A5.html
